Data Source,nData,thres_pct,Lower Bound,Upper Bound,True Value,Repetition Index
lognorm,30,0.6,-0.001091453425447867,0.006750154605609741,0.005,0
lognorm,30,0.6,-0.0016120684422379927,0.005011825053856613,0.005,1
lognorm,30,0.6,0.004336004938617556,0.015323734077172744,0.005,2
lognorm,30,0.6,8.831145484840958e-05,0.00702736994340606,0.005,3
lognorm,30,0.6,0.0022901581068734233,0.006953759926921804,0.005,4
lognorm,30,0.6,0.005997148767243099,0.010995800606848894,0.005,5
lognorm,30,0.6,0.0034907755702449418,0.0075875343072774664,0.005,6
lognorm,30,0.6,0.0021226621235498756,0.006064906862776567,0.005,7
lognorm,30,0.6,0.003755771737835827,0.006262638044252429,0.005,8
lognorm,30,0.6,0.00028390248661777916,0.008390133152894611,0.005,9
lognorm,30,0.6,0.002283695671692856,0.00967480761433884,0.005,10
lognorm,30,0.6,0.0,0.0,0.005,11
lognorm,30,0.6,0.005023890723305451,0.007933303831773904,0.005,12
lognorm,30,0.6,0.003601725295187763,0.006260671961607556,0.005,13
lognorm,30,0.6,0.00596657115251726,0.008347750422807047,0.005,14
lognorm,30,0.6,0.0029642327607981036,0.0067133668239832125,0.005,15
lognorm,30,0.6,-0.0007781103328491211,0.0032843664402921816,0.005,16
lognorm,30,0.6,0.005729353660879403,0.00836957247401416,0.005,17
lognorm,30,0.6,0.006771065284206937,0.01239166552503884,0.005,18
lognorm,30,0.6,0.0019920513502672955,0.0067990887852989595,0.005,19
lognorm,30,0.6,0.006273467210152414,0.01118068681395176,0.005,20
lognorm,30,0.6,0.0032653551302230773,0.006900357452388709,0.005,21
lognorm,30,0.6,0.0003859455988802033,0.002833273271962929,0.005,22
lognorm,30,0.6,0.0,0.0,0.005,23
lognorm,30,0.6,0.004969245352689981,0.008230545462894598,0.005,24
lognorm,30,0.6,-0.0031579963041353243,0.01714303728999723,0.005,25
lognorm,30,0.6,0.0032284213239673187,0.009524190232905344,0.005,26
lognorm,30,0.6,0.00446289476247783,0.0070383096118701765,0.005,27
lognorm,30,0.6,-0.0007882571638265636,0.004108828754084435,0.005,28
lognorm,30,0.6,0.00012446741721085577,0.0060861584278874715,0.005,29
lognorm,30,0.6,0.005394416649450242,0.011998437510639158,0.005,30
lognorm,30,0.6,-0.0005153915098362729,0.009696585717583818,0.005,31
lognorm,30,0.6,0.002573706738794915,0.005254932962194279,0.005,32
lognorm,30,0.6,0.0004011662276030153,0.005150481536090242,0.005,33
lognorm,30,0.6,0.004792155987953598,0.009248941971364142,0.005,34
