Data Source,nData,thres_pct,Lower Bound,Upper Bound,True Value,Repetition Index
pareto,30,0.6,0.000567530131718863,0.0056761611456278786,0.005,0
pareto,30,0.6,0.005148407641292385,0.008066921621935601,0.005,1
pareto,30,0.6,0.004482341244542098,0.009607735552975453,0.005,2
pareto,30,0.6,0.0007240590029227167,0.004896630806909598,0.005,3
pareto,30,0.6,0.00021911224302102462,0.006664804865319786,0.005,4
pareto,30,0.6,0.0005745389913340837,0.007001019315036573,0.005,5
pareto,30,0.6,0.004140780002014033,0.008299223250084073,0.005,6
pareto,30,0.6,0.0006370803643806156,0.0042308692122104575,0.005,7
pareto,30,0.6,0.0013342738760728778,0.004728352039109729,0.005,8
pareto,30,0.6,0.00571881626236328,0.010418245562137296,0.005,9
pareto,30,0.6,0.0014343814042223181,0.006169212496290189,0.005,10
pareto,30,0.6,0.001007226839901909,0.005275145593932342,0.005,11
pareto,30,0.6,0.0013647350878119191,0.005077214949029827,0.005,12
pareto,30,0.6,0.0016368453135005012,0.010406073465903044,0.005,13
pareto,30,0.6,0.002830017127600737,0.0071630584283102665,0.005,14
pareto,30,0.6,0.0013813282384995242,0.005783983561800718,0.005,15
pareto,30,0.6,0.0005167466148743749,0.0040259313365989735,0.005,16
pareto,30,0.6,0.0030113923209273974,0.008383610891522952,0.005,17
pareto,30,0.6,0.004000401582703717,0.007621846453844408,0.005,18
pareto,30,0.6,0.0017701895706065509,0.00688617901577084,0.005,19
pareto,30,0.6,0.0025096314649827537,0.007646880893981553,0.005,20
pareto,30,0.6,0.0018674051516197388,0.006286683797875447,0.005,21
pareto,30,0.6,0.005547000168709637,0.009415006120265116,0.005,22
pareto,30,0.6,0.0017701456875194755,0.005776850212664422,0.005,23
pareto,30,0.6,0.002620820248731448,0.006215307060126205,0.005,24
pareto,30,0.6,0.003950282104139546,0.009219094611466165,0.005,25
pareto,30,0.6,0.0006581674388316917,0.0034625737340060513,0.005,26
pareto,30,0.6,0.00256629060956981,0.00845857723695216,0.005,27
pareto,30,0.6,0.0005677002633976081,0.005496417397963823,0.005,28
pareto,30,0.6,0.00185916197077316,0.00589793478018769,0.005,29
pareto,30,0.6,0.0031263112928914707,0.006382013614133939,0.005,30
pareto,30,0.6,0.006538864852151116,0.010080600656414635,0.005,31
pareto,30,0.6,0.0010667261979619093,0.005835114940095009,0.005,32
pareto,30,0.6,0.0017743456045611339,0.006835212951031604,0.005,33
pareto,30,0.6,0.0057809694307084936,0.009599695857254694,0.005,34
pareto,30,0.6,0.003946359151472389,0.007097481022633102,0.005,35
pareto,30,0.6,0.0009540198644558018,0.005648596583535343,0.005,36
pareto,30,0.6,0.0017053429645418562,0.005927479185237169,0.005,37
pareto,30,0.6,0.007260029578931882,0.013069560161111982,0.005,38
pareto,30,0.6,0.003649333481851258,0.007732186785852158,0.005,39
pareto,30,0.6,0.0012021132276318625,0.0042661621774188535,0.005,40
pareto,30,0.6,0.004321369228184713,0.0075315456572844,0.005,41
pareto,30,0.6,0.002308312187656414,0.006752521695592633,0.005,42
pareto,30,0.6,0.0021973147049149768,0.006740773371943401,0.005,43
pareto,30,0.6,0.00043306124335527055,0.007900366165558257,0.005,44
pareto,30,0.6,9.111419174701042e-10,0.004687532903773316,0.005,45
pareto,30,0.6,0.0007415202899859531,0.004139690242755143,0.005,46
pareto,30,0.6,0.003053448007505644,0.00891707622473881,0.005,47
pareto,30,0.6,0.0006814383589562657,0.006687705614164768,0.005,48
pareto,30,0.6,0.0038560265323367205,0.007835931678810297,0.005,49
pareto,30,0.6,0.0009839303153360123,0.0047196753879440445,0.005,50
pareto,30,0.6,6.795417383020919e-07,0.007459267007067184,0.005,51
pareto,30,0.6,0.0034178284467453416,0.006093669018854409,0.005,52
pareto,30,0.6,0.0003772225714949507,0.0069743260459803995,0.005,53
pareto,30,0.6,0.0005248419469136679,0.00982811817999852,0.005,54
pareto,30,0.6,0.0013904973623192875,0.0058702306932375175,0.005,55
pareto,30,0.6,0.0016052226066454178,0.0067229958271905815,0.005,56
pareto,30,0.6,0.004575099017436646,0.007565390762740365,0.005,57
pareto,30,0.6,0.0019890208693575497,0.008364926758255519,0.005,58
pareto,30,0.6,0.0018460393506387618,0.006260791454321757,0.005,59
pareto,30,0.6,0.00487256560113547,0.0076364646490145556,0.005,60
pareto,30,0.6,0.004090507432323332,0.007851707193355047,0.005,61
pareto,30,0.6,0.0022028820650325186,0.008697481556478908,0.005,62
pareto,30,0.6,0.0010562215650828932,0.0059360325301238675,0.005,63
pareto,30,0.6,0.0001492162781872697,0.005587137244819831,0.005,64
pareto,30,0.6,0.0008934204883435104,0.007931135563254359,0.005,65
pareto,30,0.6,0.006492674632024809,0.010795663236901317,0.005,66
pareto,30,0.6,0.0037296334924763032,0.0077566761142150095,0.005,67
pareto,30,0.6,0.0046229330071009935,0.007632705955863399,0.005,68
pareto,30,0.6,0.0016499958906959656,0.006258635657591025,0.005,69
pareto,30,0.6,0.0008532258863000575,0.004566309205398986,0.005,70
pareto,30,0.6,0.0027255257331499473,0.006875929192493642,0.005,71
pareto,30,0.6,0.0018447895896066325,0.008933602926672998,0.005,72
pareto,30,0.6,0.0020915703382391906,0.010207561693988895,0.005,73
